Actinobacteria,Bacteriaunclassified,Bacteroidetes,Deferribacteres,Firmicutes,Proteobacteria,Tenericutes,Verrucomicrobia,Bacteroidetes_Sum,Firmicutes_Sum,Ratio
0.00984642846,0.00457879138,0.65967015764,0,0.2982292592199997,0.025608815099999998,0.002066534,0,0.65967015764,0.2982292592199997,2.2119565309095655
0.0091164098,0.0096072931,0.5999299111300004,0,0.3812762882300004,7.012623e-5,0,0,0.5999299111300004,0.3812762882300004,1.5734781565228093
0.032714702670000005,0.00197522727,0.7273363302000005,0,0.22604008010999996,0.009793835140000002,0.00213983,0,0.7273363302000005,0.22604008010999996,3.2177316953968966
0.00949077884,0.012294400970000001,0.5116298018200001,0,0.4643629016199999,0.0011629837999999999,7.684001e-4,2.90746e-4,0.5116298018200001,0.4643629016199999,1.1017887088634826
0.0471298293,0.026069093060000003,0.5969949776,0,0.32559394359999994,0.0011044048,0.002953641,1.54103e-4,0.5969949776,0.32559394359999994,1.833556763983985
0.0120600732,0.18920660130000003,0.24408375089,0,0.5471594241500004,0.002920206,0.004475121,9.481189e-5,0.24408375089,0.5471594241500004,0.44609256483003745
